"","X","StartDate","EndDate","Status","IPAddress","Progress","Duration..in.seconds.","Finished","RecordedDate","ResponseId","RecipientLastName","RecipientFirstName","RecipientEmail","ExternalReference","LocationLatitude","LocationLongitude","DistributionChannel","UserLanguage","consent","base_knowledge","admission","acceptance","crime","influx","threat_perception","voting","ideology","party","immigrant_status","Q14","race","age","income","gender","religion","Q20","MobileDev","Q_TotalDuration","AmazonId","treatment","educ_d","education","age_binned","admission_dichotimized","acceptance_dichotimized","crime_dichotimized","influx_dichotimized","threat_dichotimized","voting_dichotimized","weight"
"54",357,"2021-12-08 10:05:41","2021-12-08 10:07:34","IP Address","67.52.14.26",100,113,"True","2021-12-08 10:07:34","R_231PU4IyQXIRCra",NA,NA,NA,NA,43.0818023681641,-87.8919982910156,"anonymous","EN",1,0,-2,-1,-2,-2,2,-2,1,"Republican",0,"High school or equivalent","White",39,"$75,000 to $99,999","Female","Catholic ","",0,113,"A2YC6PEMIRSOAA","border security","High school or less","Associate or less","25 to 39",1,1,1,1,0,1,1.63413831354338
"55",358,"2021-12-08 10:06:25","2021-12-08 10:07:34","IP Address","65.26.153.221",100,69,"True","2021-12-08 10:07:35","R_3Geph2D3qdjkO4s",NA,NA,NA,NA,39.9647979736328,-83.1259994506836,"anonymous","EN",1,2,2,2,-1,2,1,2,2,"Republican",1,"Master's degree","Black or African American",41,"$50,000 to $74,999","Male","Catholic ","good survey",0,69,"A2GYIEL2RVY6K9","control","Postgraduate degree","Bachelor or higher","40 to 59",0,0,1,0,0,0,1.6570889709336
"56",359,"2021-12-08 10:06:48","2021-12-08 10:07:48","IP Address","73.144.209.175",100,59,"True","2021-12-08 10:07:48","R_2TNVFb8ZqTRcmHr",NA,NA,NA,NA,42.7606048583984,-84.5562973022461,"anonymous","EN",1,0,0,0,0,1,-1,0,1,"Republican",0,"Bachelor's degree","Asian or Pacific Islander",23,"$50,000 to $74,999","Male","Catholic ","",0,59,"AB8BRFF4ZTZ40","control","Bachelor's degree","Bachelor or higher","18 to 24",0,0,0,0,1,0,0.899934274740374
"57",360,"2021-12-08 10:05:53","2021-12-08 10:07:52","IP Address","68.14.30.35",100,118,"True","2021-12-08 10:07:52","R_1OUIDjhdhkNS2Hk",NA,NA,NA,NA,41.9609069824219,-72.7957000732422,"anonymous","EN",1,1,-1,-1,-2,-1,1,-2,1,"Other",0,"Associate degree","White",41,"$35,000 to $49,999","Male","Protestant","",0,118,"A7TI4X4LRGQA0","border security","Some college/Associates","Associate or less","40 to 59",1,1,1,1,0,1,6
"58",361,"2021-12-08 10:06:09","2021-12-08 10:07:55","IP Address","74.71.23.203",100,106,"True","2021-12-08 10:07:56","R_1N5gXWUoftGyULA",NA,NA,NA,NA,40.8000030517578,-73.9763031005859,"anonymous","EN",1,0,0,0,0,-1,-2,0,-1,"Other",1,"Bachelor's degree","Asian or Pacific Islander",37,"Less than $20,000","Male","Agnostic","no",0,106,"A3BU8UL4W258UU","control","Bachelor's degree","Bachelor or higher","25 to 39",0,0,0,1,1,0,0.446824136099747
"59",362,"2021-12-08 10:06:35","2021-12-08 10:08:14","IP Address","174.61.100.96",100,99,"True","2021-12-08 10:08:15","R_Tje5iPi9fNaqs8x",NA,NA,NA,NA,25.943603515625,-80.2264022827148,"anonymous","EN",1,1,-2,-2,-1,-1,2,-2,-1,"Democrat",0,"Bachelor's degree","White",32,"$20,000 to $34,999","Male","Catholic ","Very good study.",0,99,"A2Z2OV7QGU10QN","border security","Bachelor's degree","Bachelor or higher","25 to 39",1,1,1,1,0,1,0.29946735993746
"60",363,"2021-12-08 10:05:41","2021-12-08 10:08:18","IP Address","73.17.14.96",100,157,"True","2021-12-08 10:08:19","R_3Gq83WVMVHtJLXi",NA,NA,NA,NA,41.6026000976562,-72.9765014648438,"anonymous","EN",1,2,1,1,0,-1,0,1,-2,"Democrat",0,"High school or equivalent","White",27,"Less than $20,000","Male","Atheist","This was very well-designed.",0,157,"A11LL3J3YSXB4U","traditional security","High school or less","Associate or less","25 to 39",0,0,0,1,0,0,0.869561900918844
"61",364,"2021-12-08 10:07:07","2021-12-08 10:08:19","IP Address","63.75.251.144",100,72,"True","2021-12-08 10:08:20","R_1oIvukO3ZUr8dO1",NA,NA,NA,NA,40.5980072021484,-73.9467010498047,"anonymous","EN",1,2,0,0,-1,1,1,1,0,"Republican",1,"Bachelor's degree","White",31,"$35,000 to $49,999","Male","Catholic ","good",0,72,"A2X1XJ30ZYG2AK","border security","Bachelor's degree","Bachelor or higher","25 to 39",0,0,1,0,0,0,0.392022400771548
"62",365,"2021-12-08 10:06:19","2021-12-08 10:08:21","IP Address","104.229.232.9",100,122,"True","2021-12-08 10:08:21","R_3ni7A7wiuxeHOnu",NA,NA,NA,NA,43.0332946777344,-74.981201171875,"anonymous","EN",1,1,0,0,0,-2,-1,-1,0,"Other",0,"Master's degree","White",37,"$75,000 to $99,999","Male","Catholic ","",0,122,"A250FES5PFCGK9","traditional security","Postgraduate degree","Bachelor or higher","25 to 39",0,0,0,1,1,1,0.470898209055271
"63",366,"2021-12-08 10:06:07","2021-12-08 10:08:27","IP Address","47.220.14.248",100,139,"True","2021-12-08 10:08:27","R_248CPfXrOzbBrqB",NA,NA,NA,NA,32.6264953613281,-96.4505996704102,"anonymous","EN",1,0,1,1,1,-2,-2,0,0,"Other",0,"Bachelor's degree","White",39,"$35,000 to $49,999","Male","Atheist","",0,139,"A1U4DNYKF6YUY3","traditional security","Bachelor's degree","Bachelor or higher","25 to 39",0,0,0,1,1,0,0.470898209055271
"64",367,"2021-12-08 10:06:35","2021-12-08 10:08:28","IP Address","156.146.118.48",100,113,"True","2021-12-08 10:08:29","R_3qGThQz3rtLqQN3",NA,NA,NA,NA,36.5283966064453,-93.9453964233398,"anonymous","EN",1,1,-2,-2,-2,-2,2,-1,2,"Republican",0,"High school or equivalent","White",56,"$20,000 to $34,999","Male","Protestant","none",0,113,"A2R8IV2PWFTY00","border security","High school or less","Associate or less","40 to 59",1,1,1,1,0,1,4.8460964136574
"65",368,"2021-12-08 10:07:05","2021-12-08 10:08:32","IP Address","216.250.251.198",100,86,"True","2021-12-08 10:08:32","R_1MRkaVJMFzwZ06S",NA,NA,NA,NA,45.4817047119141,-122.415603637695,"anonymous","EN",1,2,2,1,-1,1,2,1,-1,"Democrat",0,"Bachelor's degree","White",30,"$20,000 to $34,999","Male","Catholic ","GOOD",0,86,"AUM86AFQTDSWT","control","Bachelor's degree","Bachelor or higher","25 to 39",0,0,1,0,0,0,0.29946735993746
"66",369,"2021-12-08 10:06:48","2021-12-08 10:08:35","IP Address","67.183.142.58",100,107,"True","2021-12-08 10:08:35","R_2AYW6cKecfPQTXL",NA,NA,NA,NA,47.5834045410156,-122.297897338867,"anonymous","EN",1,1,2,2,-1,1,1,0,2,"Democrat",0,"Bachelor's degree","White",40,"$75,000 to $99,999","Female","Catholic ","Nice task",0,107,"A3EPNPKI1Z1KH","traditional security","Bachelor's degree","Bachelor or higher","40 to 59",0,0,1,0,0,0,0.477924450816928
"67",370,"2021-12-08 10:06:56","2021-12-08 10:08:40","IP Address","72.179.130.128",100,104,"True","2021-12-08 10:08:40","R_1KqF8nzNqjFDuk0",NA,NA,NA,NA,31.9033050537109,-106.416999816895,"anonymous","EN",1,1,2,2,-2,2,2,2,-1,"Republican",1,"Master's degree","Black or African American",30,"$35,000 to $49,999","Male","Catholic ","good survey",0,104,"A1WDJG73WSSDBO","control","Postgraduate degree","Bachelor or higher","25 to 39",0,0,1,0,0,0,0.659754603184861
"68",371,"2021-12-08 10:07:08","2021-12-08 10:08:41","IP Address","73.144.116.186",100,92,"True","2021-12-08 10:08:41","R_2uwEEEsqSCY8QF7",NA,NA,NA,NA,42.6410980224609,-83.0449981689453,"anonymous","EN",1,1,2,2,1,1,-1,1,0,"Other",0,"Bachelor's degree","White",28,"$20,000 to $34,999","Male","Atheist","",0,92,"A2EEE6FGBMRXB7","border security","Bachelor's degree","Bachelor or higher","25 to 39",0,0,0,0,1,0,0.470898209055271
"69",372,"2021-12-08 10:07:25","2021-12-08 10:08:42","IP Address","38.125.84.19",100,77,"True","2021-12-08 10:08:42","R_BDlJdaVMsCd3epP",NA,NA,NA,NA,40.7122955322266,-74.0067977905273,"anonymous","EN",1,2,1,2,-1,1,2,1,-2,"Democrat",1,"Master's degree","White",30,"$50,000 to $74,999","Female","Protestant","good",0,77,"A3DO91UNWNGBV2","border security","Postgraduate degree","Bachelor or higher","25 to 39",0,0,1,0,0,0,0.29946735993746
"70",373,"2021-12-08 10:06:56","2021-12-08 10:08:46","IP Address","99.157.102.220",100,109,"True","2021-12-08 10:08:46","R_1q80QvcnFFs3qFd",NA,NA,NA,NA,34.1078033447266,-84.5026016235352,"anonymous","EN",1,1,1,0,0,-2,-2,0,-2,"Democrat",0,"High school or equivalent","White",32,"Less than $20,000","Male","Agnostic","",0,109,"AIGUVMQQYYKMN","border security","High school or less","Associate or less","25 to 39",0,0,0,1,1,0,0.869561900918844
"71",374,"2021-12-08 10:06:18","2021-12-08 10:08:46","IP Address","184.83.117.235",100,147,"True","2021-12-08 10:08:46","R_RIxZeLIskPM7Ypb",NA,NA,NA,NA,43.4765930175781,-96.7052001953125,"anonymous","EN",1,1,1,2,1,1,-1,1,-1,"Democrat",0,"High school or equivalent","White",51,"Less than $20,000","Male","Catholic ","",0,147,"ADP4KXZZ72DP","control","High school or less","Associate or less","40 to 59",0,0,0,0,1,0,2.34375586293784
"72",375,"2021-12-08 10:05:56","2021-12-08 10:08:47","IP Address","104.49.245.128",100,171,"True","2021-12-08 10:08:47","R_1Iip54qqDAtKbnQ",NA,NA,NA,NA,38.2200012207031,-85.6941986083984,"anonymous","EN",1,1,1,0,2,0,-1,2,-2,"Democrat",0,"Bachelor's degree","White",42,"$50,000 to $74,999","Female","Agnostic","My step father is an immigrant from Ireland (1981).",0,171,"A1TPGXT718D68E","traditional security","Bachelor's degree","Bachelor or higher","40 to 59",0,0,0,0,1,0,0.477924450816928
"73",376,"2021-12-08 10:06:06","2021-12-08 10:08:50","IP Address","45.87.61.140",100,163,"True","2021-12-08 10:08:50","R_2tzo5XnhO9INvrp",NA,NA,NA,NA,33.9214019775391,-118.412994384766,"anonymous","EN",1,1,1,0,2,0,0,0,-1,"Democrat",0,"Bachelor's degree","White",33,"$75,000 to $99,999","Female","Agnostic","",0,163,"A10M63DSIGIEDI","traditional security","Bachelor's degree","Bachelor or higher","25 to 39",0,0,0,0,0,0,0.29946735993746
"74",377,"2021-12-08 10:07:35","2021-12-08 10:08:50","IP Address","100.42.151.199",100,75,"True","2021-12-08 10:08:51","R_3iyeSWtGs7uKE5A",NA,NA,NA,NA,35.6016998291016,-92.4673004150391,"anonymous","EN",1,2,2,2,-2,2,1,1,2,"Republican",1,"Bachelor's degree","White",45,"$50,000 to $74,999","Female","Muslim","",0,75,"A2USQ3LF48X13U","border security","Bachelor's degree","Bachelor or higher","40 to 59",0,0,1,0,0,0,0.780842809307249
"75",378,"2021-12-08 10:07:17","2021-12-08 10:08:59","IP Address","71.238.89.92",100,102,"True","2021-12-08 10:09:00","R_STU5bE7U29oaoet",NA,NA,NA,NA,45.4804992675781,-122.636299133301,"anonymous","EN",1,1,0,0,0,1,0,0,-1,"Republican",0,"Bachelor's degree","White",29,"$50,000 to $74,999","Male","Atheist","",0,102,"A35TUIBF05DKM4","control","Bachelor's degree","Bachelor or higher","25 to 39",0,0,0,0,0,0,0.392022400771548
"76",379,"2021-12-08 10:07:27","2021-12-08 10:09:02","IP Address","104.231.97.46",100,95,"True","2021-12-08 10:09:02","R_12MvXxJplx1npl7",NA,NA,NA,NA,41.6867980957031,-81.3398971557617,"anonymous","EN",1,1,0,0,2,0,-2,0,-2,"Democrat",0,"Bachelor's degree","White",34,"Less than $20,000","Male","Atheist","",0,95,"AERUGBNS48Z4N","control","Bachelor's degree","Bachelor or higher","25 to 39",0,0,0,0,1,0,0.29946735993746
"77",380,"2021-12-08 10:07:23","2021-12-08 10:09:04","IP Address","47.226.46.37",100,100,"True","2021-12-08 10:09:04","R_1Cr16NueWPxtltO",NA,NA,NA,NA,35.6853942871094,-88.8281021118164,"anonymous","EN",1,2,2,1,-1,2,0,1,-2,"Democrat",1,"Bachelor's degree","Hispanic or Latino",35,"$75,000 to $99,999","Male","Catholic ","",0,100,"ACKWNNL0X2X5Z","traditional security","Bachelor's degree","Bachelor or higher","25 to 39",0,0,1,0,0,0,0.649451997082979
"78",381,"2021-12-08 10:07:50","2021-12-08 10:09:05","IP Address","69.180.87.56",100,75,"True","2021-12-08 10:09:05","R_Rm1ipCQBzPvZwoV",NA,NA,NA,NA,30.1609954833984,-81.7311019897461,"anonymous","EN",1,2,2,1,-2,2,0,1,-2,"Democrat",1,"Master's degree","White",34,"$20,000 to $34,999","Male","Catholic ","Nothing",0,75,"A12VEN5Z42HO5L","border security","Postgraduate degree","Bachelor or higher","25 to 39",0,0,1,0,0,0,0.29946735993746
"79",382,"2021-12-08 10:07:45","2021-12-08 10:09:10","IP Address","208.203.218.43",100,84,"True","2021-12-08 10:09:10","R_3JLvOdpLRvnRBoi",NA,NA,NA,NA,39.7951049804688,-76.9794006347656,"anonymous","EN",1,2,2,2,-2,1,1,1,2,"Democrat",0,"Bachelor's degree","White",25,"$50,000 to $74,999","Female","Catholic ","nice",0,84,"A3J34XT57VHCDI","control","Bachelor's degree","Bachelor or higher","25 to 39",0,0,1,0,0,0,0.29946735993746
"80",383,"2021-12-08 10:05:47","2021-12-08 10:09:12","IP Address","99.25.96.104",100,205,"True","2021-12-08 10:09:13","R_8HUdXbpbQDWorv3",NA,NA,NA,NA,41.3704071044922,-81.8587036132812,"anonymous","EN",1,1,0,0,0,1,0,0,0,"Other",1,"Doctorate","Asian or Pacific Islander",48,"$20,000 to $34,999","Other","Other","none",0,205,"ANBWJZYU2A68T","traditional security","Postgraduate degree","Bachelor or higher","40 to 59",0,0,0,0,0,0,0.960200427849031
"81",384,"2021-12-08 10:07:50","2021-12-08 10:09:13","IP Address","74.192.104.65",100,83,"True","2021-12-08 10:09:13","R_1PSMy83Fe1n7D67",NA,NA,NA,NA,32.3007965087891,-95.1899032592773,"anonymous","EN",1,2,2,1,-2,2,1,2,-2,"Republican",1,"Bachelor's degree","Black or African American",40,"$50,000 to $74,999","Male","Catholic ","very nice and good usefully survey.",0,83,"A25RKKC1THMHPP","control","Bachelor's degree","Bachelor or higher","40 to 59",0,0,1,0,0,0,1.6570889709336
"82",385,"2021-12-08 10:07:00","2021-12-08 10:09:18","IP Address","71.225.79.105",100,137,"True","2021-12-08 10:09:18","R_2YryTKNPi7LP58L",NA,NA,NA,NA,39.7384033203125,-75.6656036376953,"anonymous","EN",1,2,-2,-2,-1,-1,1,-2,2,"Republican",0,"Doctorate","White",54,"Over $100,000","Male","Catholic ","",0,137,"A1WMYG2J33KTTI","control","Postgraduate degree","Bachelor or higher","40 to 59",1,1,1,1,0,1,0.780842809307249
"83",386,"2021-12-08 10:06:23","2021-12-08 10:09:19","IP Address","45.41.224.73",100,176,"True","2021-12-08 10:09:20","R_1PS2BMv2ud1Dh0P",NA,NA,NA,NA,36.0382995605469,-115.144599914551,"anonymous","EN",1,1,2,0,-2,1,2,1,-1,"Republican",1,"Bachelor's degree","White",31,"$35,000 to $49,999","Male","Catholic ","GOOD SURVEY",0,176,"A35O5JVD58GMJ","traditional security","Bachelor's degree","Bachelor or higher","25 to 39",0,0,1,0,0,0,0.392022400771548
"84",387,"2021-12-08 10:06:01","2021-12-08 10:09:22","IP Address","208.203.209.245",100,201,"True","2021-12-08 10:09:23","R_27flL4pAk25LG2g",NA,NA,NA,NA,40.7973022460938,-73.6473007202148,"anonymous","EN",1,2,1,1,1,2,2,1,-2,"Democrat",1,"Bachelor's degree","White",25,"$50,000 to $74,999","Female","Other","good",0,201,"AVSVIOR38JDM6","control","Bachelor's degree","Bachelor or higher","25 to 39",0,0,0,0,0,0,0.29946735993746
"85",388,"2021-12-08 10:06:50","2021-12-08 10:09:30","IP Address","76.185.14.31",100,159,"True","2021-12-08 10:09:30","R_2pXnljRiSPTSy8F",NA,NA,NA,NA,32.9656982421875,-96.8824996948242,"anonymous","EN",1,1,0,0,0,1,0,0,0,"Democrat",0,"Bachelor's degree","White",32,"$50,000 to $74,999","Other","Protestant","",0,159,"A2H8PEGI28NKZD","control","Bachelor's degree","Bachelor or higher","25 to 39",0,0,0,0,0,0,0.29946735993746
"86",389,"2021-12-08 10:07:53","2021-12-08 10:09:31","IP Address","202.182.67.188",100,98,"True","2021-12-08 10:09:32","R_1o0cSEOzav5BSpq",NA,NA,NA,NA,40.6078033447266,-73.8215026855469,"anonymous","EN",1,2,2,1,-2,2,2,1,-1,"Democrat",1,"Bachelor's degree","Black or African American",50,"$50,000 to $74,999","Female","Jewish","good",0,98,"A1M6VSBD4H6L5E","traditional security","Bachelor's degree","Bachelor or higher","40 to 59",0,0,1,0,0,0,0.880095575236649
"87",390,"2021-12-08 10:08:10","2021-12-08 10:09:36","IP Address","45.90.222.48",100,86,"True","2021-12-08 10:09:37","R_3Co3VidQJlBLKSJ",NA,NA,NA,NA,34.0543975830078,-118.244094848633,"anonymous","EN",1,2,2,2,-1,2,2,1,-2,"Republican",1,"Bachelor's degree","Black or African American",28,"Less than $20,000","Male","Atheist","good",0,86,"A1GRNUVNJ54B4C","control","Bachelor's degree","Bachelor or higher","25 to 39",0,0,1,0,0,0,0.659754603184861
"88",391,"2021-12-08 10:05:49","2021-12-08 10:09:37","IP Address","98.242.99.62",100,227,"True","2021-12-08 10:09:37","R_2rUBrBuNA5fCuYb",NA,NA,NA,NA,33.9954986572266,-84.6580963134766,"anonymous","EN",1,1,1,0,1,0,-1,0,0,"Other",0,"Bachelor's degree","Black or African American",33,"$50,000 to $74,999","Male","None","",0,227,"A19BE8YOVNTXEE","border security","Bachelor's degree","Bachelor or higher","25 to 39",0,0,0,0,1,0,0.862073084052602
"89",392,"2021-12-08 10:08:33","2021-12-08 10:09:37","IP Address","154.22.56.27",100,64,"True","2021-12-08 10:09:38","R_2rvHzX8fFCtO4BH",NA,NA,NA,NA,37.7510070800781,-97.8219985961914,"anonymous","EN",1,2,2,1,-1,1,1,1,0,"Republican",0,"Bachelor's degree","White",34,"$75,000 to $99,999","Male","Catholic ","",0,64,"A2DFX70UV5KHWO","control","Bachelor's degree","Bachelor or higher","25 to 39",0,0,1,0,0,0,0.392022400771548
"90",393,"2021-12-08 10:08:19","2021-12-08 10:09:40","IP Address","154.3.97.222",100,80,"True","2021-12-08 10:09:40","R_1EgMYA8AAjqAlx7",NA,NA,NA,NA,37.7510070800781,-97.8219985961914,"anonymous","EN",1,2,2,1,-1,1,1,0,0,"Democrat",1,"Bachelor's degree","White",31,"Less than $20,000","Male","None","GOOD",0,80,"A199UDDIO9D4JZ","traditional security","Bachelor's degree","Bachelor or higher","25 to 39",0,0,1,0,0,0,0.29946735993746
"91",394,"2021-12-08 10:07:55","2021-12-08 10:09:42","IP Address","99.83.0.31",100,106,"True","2021-12-08 10:09:42","R_1E67xqJ39ewNJci",NA,NA,NA,NA,34.4132995605469,-118.091705322266,"anonymous","EN",1,1,0,-2,-1,-1,1,-1,2,"Other",0,"Bachelor's degree","Asian or Pacific Islander",39,"Less than $20,000","Male","Protestant","",0,106,"A1N7O7E8HC03D8","traditional security","Bachelor's degree","Bachelor or higher","25 to 39",0,1,1,1,0,1,0.446824136099747
"92",395,"2021-12-08 10:06:36","2021-12-08 10:09:44","IP Address","50.228.255.37",100,188,"True","2021-12-08 10:09:44","R_3nDGYkY2kYu82u5",NA,NA,NA,NA,39.94580078125,-74.9041976928711,"anonymous","EN",1,1,-2,-1,-1,1,1,-1,1,"Democrat",0,"Bachelor's degree","White",40,"$50,000 to $74,999","Male","Catholic ","",0,188,"A92KVBM20ZTU4","traditional security","Bachelor's degree","Bachelor or higher","40 to 59",1,1,1,0,0,1,0.477924450816928
"93",396,"2021-12-08 10:08:29","2021-12-08 10:09:48","IP Address","73.26.246.152",100,79,"True","2021-12-08 10:09:49","R_T62ep396hVtfcUV",NA,NA,NA,NA,35.0706024169922,-106.50659942627,"anonymous","EN",1,2,1,2,0,2,0,1,1,"Democrat",1,"Bachelor's degree","White",59,"$50,000 to $74,999","Male","Catholic ","nice survey.",0,79,"A2QM6T9TTOW2VB","border security","Bachelor's degree","Bachelor or higher","40 to 59",0,0,0,0,0,0,0.477924450816928
"94",397,"2021-12-08 10:07:33","2021-12-08 10:09:50","IP Address","71.79.49.41",100,136,"True","2021-12-08 10:09:50","R_3HRBGrKTJZ9RKAG",NA,NA,NA,NA,39.8377990722656,-84.1110992431641,"anonymous","EN",1,2,1,2,-1,1,2,1,2,"Democrat",1,"Bachelor's degree","White",30,"$50,000 to $74,999","Female","Catholic ","Nothing",0,136,"A6MTU1D4203BX","traditional security","Bachelor's degree","Bachelor or higher","25 to 39",0,0,1,0,0,0,0.29946735993746
"95",398,"2021-12-08 10:07:45","2021-12-08 10:09:50","IP Address","198.14.19.55",100,124,"True","2021-12-08 10:09:51","R_12bRbrA74HcXBgC",NA,NA,NA,NA,40.7487945556641,-73.9882965087891,"anonymous","EN",1,2,1,1,0,2,2,1,2,"Other",1,"Bachelor's degree","White",32,"$20,000 to $34,999","Male","Atheist","good",0,124,"A3JS3Z442IRFI6","control","Bachelor's degree","Bachelor or higher","25 to 39",0,0,0,0,0,0,0.470898209055271
"96",399,"2021-12-08 10:08:29","2021-12-08 10:09:52","IP Address","73.5.17.23",100,82,"True","2021-12-08 10:09:52","R_Tw4TW4FQTEuzWRH",NA,NA,NA,NA,35.2212982177734,-89.9412994384766,"anonymous","EN",1,1,0,0,0,1,-1,0,-1,"Democrat",0,"Bachelor's degree","White",31,"$50,000 to $74,999","Male","Agnostic","",0,82,"A3SQV2L85UE5BK","control","Bachelor's degree","Bachelor or higher","25 to 39",0,0,0,0,1,0,0.29946735993746
"97",400,"2021-12-08 10:08:28","2021-12-08 10:09:55","IP Address","24.243.83.170",100,86,"True","2021-12-08 10:09:55","R_1In3c2lOuISpMHa",NA,NA,NA,NA,33.0285949707031,-96.8735961914062,"anonymous","EN",1,1,1,1,-1,1,1,-1,-1,"Republican",0,"Bachelor's degree","White",49,"$35,000 to $49,999","Male","Catholic ","good",0,86,"A1L268X6LD61RP","border security","Bachelor's degree","Bachelor or higher","40 to 59",0,0,1,0,0,1,0.780842809307249
"98",401,"2021-12-08 10:08:41","2021-12-08 10:09:56","IP Address","71.232.148.41",100,75,"True","2021-12-08 10:09:57","R_25Zyw7rrMmXhyzY",NA,NA,NA,NA,41.4044036865234,-72.467399597168,"anonymous","EN",1,0,2,1,0,1,-2,0,-2,"Other",0,"High school or equivalent","White",23,"$20,000 to $34,999","Other","Agnostic","",0,75,"A25W2HZYMZVCM1","border security","High school or less","Associate or less","18 to 24",0,0,0,0,1,0,6
"99",402,"2021-12-08 10:08:51","2021-12-08 10:09:59","IP Address","24.245.28.43",100,68,"True","2021-12-08 10:09:59","R_12QQ2TQUBPLpuBb",NA,NA,NA,NA,44.8059997558594,-93.1408996582031,"anonymous","EN",1,1,2,2,1,-2,-1,1,-2,"Other",0,"High school or equivalent","White",28,"Less than $20,000","Male","Buddhist","",0,68,"A366TZDVJK02PN","traditional security","High school or less","Associate or less","25 to 39",0,0,0,1,1,0,2.28571365721951
"100",403,"2021-12-08 10:08:48","2021-12-08 10:10:02","IP Address","71.203.207.198",100,74,"True","2021-12-08 10:10:02","R_2gdI44Fs4GM8jYt",NA,NA,NA,NA,36.0711059570312,-86.719596862793,"anonymous","EN",1,1,1,1,-1,1,2,-1,1,"Democrat",0,"Bachelor's degree","White",45,"$50,000 to $74,999","Male","Catholic ","good",0,74,"A1ZTX1IXY56SM8","border security","Bachelor's degree","Bachelor or higher","40 to 59",0,0,1,0,0,1,0.477924450816928
"101",404,"2021-12-08 10:09:00","2021-12-08 10:10:03","IP Address","198.14.17.187",100,62,"True","2021-12-08 10:10:03","R_Wwl1pxVU52XG3x7",NA,NA,NA,NA,40.7487945556641,-73.9882965087891,"anonymous","EN",1,1,1,1,-1,1,1,2,0,"Republican",1,"Bachelor's degree","Black or African American",33,"$35,000 to $49,999","Male","Catholic ","like survey",0,62,"A3HVJ95MNDXPA0","traditional security","Bachelor's degree","Bachelor or higher","25 to 39",0,0,1,0,0,0,0.659754603184861
